标题,户型,面积,朝向,楼层,建造年份,小区名称,区域,商圈,地址,标签,总价(万),单价(元/㎡),面积_数值,总价_数值,单价_数值,建造年份_数值,房间数
金融街业主急售大四房，高楼层双地铁，凤凰城，万达广场,4室2厅2卫,115.13㎡,北,高层(共37层),2020年建造,金融街华发融御华府,光明,光明,科能路,"北,热门小区,近地铁,配套成熟",420.0,36481元/㎡,115.13,420.0,36481.0,2020.0,4.0
沙头角好房！6米高厅！东南端头位！全海景！红本满5年业主一套,5室2厅3卫,166.03㎡,南北,中层(共38层),2016年建造,蓝郡西堤,盐田,沙头角,金融路,"南北,满五年,近地铁,车位充足",616.0,37102元/㎡,166.03,616.0,37102.0,2016.0,5.0
星龙园全新未入住精装四房两卫急售！龙外有效 地铁口旁来电看房,4室2厅2卫,108㎡,东南,低层(共42层),2025年建造,利联星龙园,龙岗,大运,新丰路,"东南,满五年,近地铁,次新房",375.0,34723元/㎡,108.0,375.0,34723.0,2025.0,4.0
乐城二期大三房 业主调价50急售！满五红本拎包入住！来电看房,3室2厅2卫,88㎡,东南,高层(共32层),2022年建造,乐城(二期),龙岗,大运,联信路2号,"东南,满五年,近地铁,次新房",300.0,34091元/㎡,88.0,300.0,34091.0,2022.0,3.0
深铁璟城 刚需小三居 精装修 电梯房 产权清晰 次新小区,3室2厅1卫,85㎡,南北,中层(共13层),2025年建造,深铁璟城,宝安,宝安周边,朗碧路,"南北,满五年,近地铁,次新房",336.0,39530元/㎡,85.0,336.0,39530.0,2025.0,3.0
翠园本部！总价316！景贝南   楼层 近地铁 随时方便看房,3室2厅1卫,91㎡,南,中层(共7层),1985年建造,景贝南住宅区,罗湖,黄贝岭,黄贝路1008号,"南,近地铁,次新房",325.0,35715元/㎡,91.0,325.0,35715.0,1985.0,3.0
精装朝南安静三房诚心出售,3室2厅1卫,80.48㎡,南,低层(共26层),2008年建造,泰华阳光海,宝安,碧海湾,悦和路6号,"南,热门小区,近地铁,配套成熟",530.0,65855元/㎡,80.48,530.0,65855.0,2008.0,3.0
鹏瑞尚府 临地铁 双卫 电梯房 小三居 次新房 朝向好,3室2厅2卫,89㎡,东南,低层(共33层),2023年建造,鹏瑞尚府,盐田,沙头角,田心东路,"东南,满二年,近地铁,次新房",386.0,43371元/㎡,89.0,386.0,43371.0,2023.0,3.0
星源，精装3房，直少50万，地铁口，低总价,3室2厅2卫,88.85㎡,南北,低层(共35层),2019年建造,卓越星源,龙岗,平湖,歧横路24号,"南北,满五年,车位充足",238.0,26787元/㎡,88.85,238.0,26787.0,2019.0,3.0
4房业主向市场妥协！精装，满五年急售，价格私聊,4室2厅2卫,130.57㎡,南北,高层(共32层),2011年建造,家和盛世(一期),龙岗,龙城国际,龙福西路111号,"南北,满五年,近地铁,车位充足",666.0,51008元/㎡,130.57,666.0,51008.0,2011.0,4.0
14号线石芽岭，3站福田，1站布吉站，近电梯，价格可谈,3室2厅1卫,92.48㎡,西,中层(共29层),2006年建造,中海怡瑞山居,布吉,慢城,景芬路1号,"西,满五年,近地铁,采光较好",249.5,26979元/㎡,92.48,249.5,26979.0,2006.0,3.0
学林雅院两房 安静 楼层好 红本满五年,2室2厅1卫,69㎡,南北,低层(共7层),2001年建造,学林雅院,南山,南山中心区,学府路99号,"经纪人力荐,南北,满五年,近地铁",410.0,59421元/㎡,69.0,410.0,59421.0,2001.0,2.0
碧桂园深荟花园 装修好 商业配套成熟 满五   双卫生间,4室2厅2卫,91.77㎡,南北,高层(共30层),2020年建造,碧桂园深荟花园,深圳周边,惠州,白云一路,"南北,满五年,车位充足,多人关注",39.8,4337元/㎡,91.77,39.8,4337.0,2020.0,4.0
（新挂）园岭红岭本部大三房，价格非常哇塞，不敢想象,3室2厅1卫,90㎡,南北,中层(共8层),1984年建造,园岭新村,福田,园岭,笋岗西路2057号,"南北,热门小区,房东急售,随时可看",440.0,48889元/㎡,90.0,440.0,48889.0,1984.0,3.0
翰岭花园带露台三房，大花园泳池社区，业主诚心出售！！,3室2厅1卫,88.43㎡,东北,低层(共17层),2005年建造,翰岭院,福田,上梅林,彩田北路7024号,"东北,满五年,近地铁",558.0,63101元/㎡,88.43,558.0,63101.0,2005.0,3.0
精装大3房 拎包入住 业主换房诚售 价格可谈 看房方便,3室2厅1卫,93.54㎡,南北,低层(共7层),2025年建造,景贝南住宅区,罗湖,黄贝岭,黄贝路1008号,"南北,近地铁,次新房,户型方正",400.0,42763元/㎡,93.54,400.0,42763.0,2025.0,3.0
双育才电梯又大又便3房！随时看   ~,3室2厅2卫,94㎡,南北,低层(共30层),1995年建造,华彩花园,南山,蛇口,工业七路40号,"南北,满五年,近地铁,采光较好",430.0,45745元/㎡,94.0,430.0,45745.0,1995.0,3.0
楼下万达广场，送全屋家私家电，送产权车位。精装修三房，,3室2厅1卫,80.39㎡,南北,中层(共19层),2022年建造,碧桂园翡翠山,深圳周边,惠州,大亚湾大道232号,"南北,满五年,次新房,户型方正",37.0,4603元/㎡,80.39,37.0,4603.0,2022.0,3.0
558买前海五房，安静采光好，精致装修，诚心出售！,5室2厅2卫,85.55㎡,西北,中层(共33层),2008年建造,诺德假日花园,南山,前海,前海路0369号,"西北,满五年,近地铁,绿化率高",558.0,65226元/㎡,85.55,558.0,65226.0,2008.0,5.0
找房，业主在国外，移民处理资产,3室2厅1卫,101㎡,南北,低层(共39层),2017年建造,中海天钻,罗湖,蔡屋围,滨河路1015号,"南北,满五年,近地铁,车位充足",799.0,79109元/㎡,101.0,799.0,79109.0,2017.0,3.0
南山换房低门槛 买房享国补 5xx入手厅出阳台南向大三房,3室2厅1卫,89.23㎡,南,低层(共35层),2008年建造,桃源村(三期),南山,桃源村,龙珠八路8号,"南,满五年,近地铁",535.0,59958元/㎡,89.23,535.0,59958.0,2008.0,3.0
星河天地(一三期) 交通便捷 产权清晰 满五   正南朝向,3室2厅2卫,89.04㎡,南,低层(共49层),2020年建造,星河天地(一三期),光明,光明,光明大道511号,"南,满五年,近地铁",292.0,32795元/㎡,89.04,292.0,32795.0,2020.0,3.0
花园城一期三房价格可谈,3室2厅1卫,90.51㎡,西南,高层(共16层),2001年建造,花园城(一期),南山,蛇口,南海大道1145号,"西南,有电梯,近地铁,车位充足",680.0,75130元/㎡,90.51,680.0,75130.0,2001.0,3.0
近地铁 商业配套成熟 南北通透 刚需小三居 高楼层视野无遮挡,3室2厅1卫,86.25㎡,南北,高层(共25层),2006年建造,豪方悠然居,南山,蛇口,工业八路,"南北,满五年,近地铁",680.0,78841元/㎡,86.25,680.0,78841.0,2006.0,3.0
宝安地铁613号300 线嘉信云峰96平三房正南向户型通透,3室2厅2卫,96.93㎡,南,低层(共45层),2020年建造,嘉信云峰公馆,宝安,石岩,横坑工业大道2号,"南,满五年,近地铁,户型方正",280.0,28887元/㎡,96.93,280.0,28887.0,2020.0,3.0
南山地铁口3XX三房 急卖 看房方便,3室2厅1卫,84.36㎡,东,中层(共23层),2000年建造,荔园大厦,南山,南山中心区,桂庙路24号,"东,满五年,近地铁,采光较好",338.0,40067元/㎡,84.36,338.0,40067.0,2000.0,3.0
产权清晰 朝向好 满五   双卫格局 带电梯 小区新,3室2厅2卫,111.61㎡,东南,低层(共32层),2017年建造,京基御景峯,南山,大学城,长源二街12号,"东南,满二年,近地铁,车位充足",640.0,57343元/㎡,111.61,640.0,57343.0,2017.0,3.0
二口价380 有私家露台，电梯3房，宝安中心区的位置性价比高,3室2厅1卫,80.49㎡,西南,中层(共11层),2001年建造,中南花园,宝安,宝安中心区,宝安大道1068号,"西南,满二年,近地铁,采光较好",398.0,49448元/㎡,80.49,398.0,49448.0,2001.0,3.0
福田07年花园社区，使用率    大三房，499可入手,3室2厅1卫,89.27㎡,南北,高层(共34层),2008年建造,水木澜山居,福田,上梅林,梅东三路2号,"南北,满五年,近地铁,车位充足",510.0,57131元/㎡,89.27,510.0,57131.0,2008.0,3.0
希望源于失望，奋斗始于忧患适合的房子在于一个懂你的经纪人！,3室2厅2卫,85㎡,南北,中层(共12层),2019年建造,南富苑,南山,南头,南富苑二街18号,"南北,满五年,近地铁,多人关注",100.0,11765元/㎡,85.0,100.0,11765.0,2019.0,3.0
急售！深中南创旁 电梯次新房 精装修 保养好 随时看房,3室2厅2卫,98.82㎡,南北,中层(共40层),2017年建造,万科云城(三期),南山,西丽,打石二路1号,"南北,热门小区,近地铁,配套成熟",440.0,44526元/㎡,98.82,440.0,44526.0,2017.0,3.0
万科天誉新上三房，高楼层视野好，安静不吵,3室2厅2卫,89.51㎡,东北,高层(共50层),2017年建造,万科天誉(二期),龙岗,龙岗中心城,"龙翔大道,近德政路","东北,满五年,近地铁",338.0,37762元/㎡,89.51,338.0,37762.0,2017.0,3.0
1.29法拍房雅福居663万起拍，包按揭过户清房,3室2厅2卫,89.14㎡,南北,中层(共11层),2010年建造,雅福居,福田,香蜜湖,侨香三道28号,"南北,近地铁",663.0,74378元/㎡,89.14,663.0,74378.0,2010.0,3.0
4房，送平台50平方，住家可以，楼层可以，南向,4室2厅1卫,75.74㎡,东南,低层(共7层),1997年建造,南威中心花园,布吉,南岭,湖东路58号,"经纪人力荐,东南,满五年,近地铁",178.0,23502元/㎡,75.74,178.0,23502.0,1997.0,4.0
京基三房 带200平大平台 业主新装修保养好 拎包入住,3室2厅2卫,94.87㎡,南,低层(共29层),2018年建造,京基御景中央(二期),龙岗,大运,飞扬路,"南,满五年,近地铁,车位充足",399.0,42058元/㎡,94.87,399.0,42058.0,2018.0,3.0
听涛雅苑三期 临地铁 双卫格局 购物方便 出行方便 装修好,3室2厅2卫,89㎡,南北,中层(共17层),2015年建造,听涛雅苑三期,宝安,福永,立新路8号,"南北,热门小区,价格优惠,房东急售",80.0,8989元/㎡,89.0,80.0,8989.0,2015.0,3.0
枫丹雅苑，安静三房，诚心出售,3室2厅2卫,95.37㎡,西北,中层(共28层),2001年建造,枫丹雅苑,福田,香蜜湖,香水一街1号,"西北,满五年,近地铁,采光较好",860.0,90176元/㎡,95.37,860.0,90176.0,2001.0,3.0
新出！新天石厦铭苑，朝南，采光充足，带地面花园，近地铁,3室2厅1卫,88㎡,南,中层(共40层),2024年建造,新天石厦铭苑,福田,石厦,石厦路,"南,有电梯,近地铁,次新房",660.0,75000元/㎡,88.0,660.0,75000.0,2024.0,3.0
凤凰世纪花园 双卫生间 商圈成熟 装修好 正南朝向 商品房,3室2厅2卫,85㎡,南,中层(共25层),2010年建造,凤凰世纪花园,宝安,塘尾,大洋路168号,"南,满五年,近地铁,人气热搜",120.0,14118元/㎡,85.0,120.0,14118.0,2010.0,3.0
新上！湾上六座花园 精装三房 厅出阳台 红本满五,3室2厅1卫,85.5㎡,南,中层(共32层),2010年建造,中信湾上六座花园,宝安,碧海湾,悦和路8号,"南,有电梯,近地铁,绿化率高",445.0,52047元/㎡,85.5,445.0,52047.0,2010.0,3.0
宝珠花园 近地铁 交通便捷 精装修 商品房 中间好楼层,3室2厅1卫,87㎡,南,高层(共11层),2000年建造,宝珠花园,南山,西丽,珠光路249号,"南,满五年,近地铁,绿化率高",530.0,60920元/㎡,87.0,530.0,60920.0,2000.0,3.0
157  3房，业主诚心卖,3室2厅1卫,88㎡,南,低层(共41层),2005年建造,港逸豪庭,罗湖,蔡屋围,船步路51号,"南,满五年,近地铁",245.0,27841元/㎡,88.0,245.0,27841.0,2005.0,3.0
（本小区性价比手高）佳兆业前海广场 精装三房 看一线南山山景,3室2厅1卫,85.26㎡,南北,低层(共32层),2015年建造,佳兆业前海广场,南山,前海,前海路0009号,"南北,满五年,近地铁,车位充足",590.0,69201元/㎡,85.26,590.0,69201.0,2015.0,3.0
急 金泓凯旋城 少有南向2房 清债急售 价格可大刀 随时看房,2室2厅1卫,81.18㎡,南,低层(共27层),2006年建造,金泓凯旋城,宝安,宝安中心区,新安一路20号,"南,满五年,近地铁,采光较好",578.0,71200元/㎡,81.18,578.0,71200.0,2006.0,2.0
2020年次新小区 性价比高 车位1比3 月租达1.3  ！,3室2厅2卫,89.55㎡,南北,中层(共48层),2020年建造,深物业金领,福田,皇岗,福田南路40号,"南北,满五年,近地铁",565.0,63094元/㎡,89.55,565.0,63094.0,2020.0,3.0
电梯房 高楼层采光充足 满五   刚需小三居 临地铁,3室2厅2卫,90.94㎡,南,高层(共39层),2023年建造,山海四季二期华府,盐田,盐田,东海道,"南,满二年,近地铁,车位充足",340.0,37388元/㎡,90.94,340.0,37388.0,2023.0,3.0
业主给钥匙急卖，中间楼层南向，小区配套齐全，大花园社区。,3室2厅1卫,90.68㎡,南北,中层(共34层),2011年建造,深云村,南山,桃源村,深云路28号,"南北,满五年,近地铁,采光较好",750.0,82709元/㎡,90.68,750.0,82709.0,2011.0,3.0
单月成交8套，别人没有的价格业主说有客户就卖，龙华实验空置,3室2厅1卫,83.76㎡,西北,中层(共48层),2023年建造,中海汇德理花园,龙华,龙华,洁玉街,"西北,热门小区,近地铁,房东急售",479.0,57188元/㎡,83.76,479.0,57188.0,2023.0,3.0
润峯府新出笋盘，性价比超高，业主诚心出,3室2厅2卫,110.63㎡,南,高层(共33层),2024年建造,润峯府,南山,前海,听海大道,"南,房东发布,满二年,近地铁",1088.0,98346元/㎡,110.63,1088.0,98346.0,2024.0,3.0
宝实验隔壁|金泓凯旋城大四房|前海门户宝中桥头堡,4室2厅2卫,145.75㎡,西南,高层(共25层),2006年建造,金泓凯旋城,宝安,宝安中心区,新安一路20号,"西南,满五年,近地铁",1088.0,74649元/㎡,145.75,1088.0,74649.0,2006.0,4.0
395万买万科云城92平精装三房两卫，留仙洞！随时看房！！,3室2厅2卫,92.18㎡,北,高层(共32层),2014年建造,万科云城(一期),南山,西丽,创科路,"北,满五年,近地铁,车位充足",395.0,42851元/㎡,92.18,395.0,42851.0,2014.0,3.0
幸福里95平 两房620万业主诚心卖,2室2厅2卫,95.02㎡,北,低层(共48层),2009年建造,幸福里,罗湖,蔡屋围,宝安南路1661号,"北,满二年,近地铁,车位充足",620.0,65250元/㎡,95.02,620.0,65250.0,2009.0,2.0
熙龙湾二期业主诚心出,4室2厅2卫,169.07㎡,南北,中层(共31层),2009年建造,熙龙湾(二期),宝安,宝安中心区,海秀路13号,"南北,热门小区,价格优惠,房东急售",1728.0,102207元/㎡,169.07,1728.0,102207.0,2009.0,4.0
万科可少20万 带荣根，中高楼层，精装，厅出阳台，看房有密码,3室2厅1卫,87.32㎡,南,低层(共31层),2013年建造,万科翡丽郡,宝安,沙井,新沙路470号,"南,满五年,近地铁,车位充足",297.0,34013元/㎡,87.32,297.0,34013.0,2013.0,3.0
万科启城家园 出行方便 朝南 临地铁 带电梯 次新房 小三居,3室2厅2卫,104㎡,南,低层(共34层),2023年建造,万科启城家园,龙华,龙华区政府,碧澜路,"南,满二年,近地铁,次新房",335.0,32212元/㎡,104.0,335.0,32212.0,2023.0,3.0
（以旧换新85折）（双龙抱珠户型）（海景房视野好）（价格可刀,3室2厅2卫,105㎡,东南,,2028年建造,翰熙典居,南山,南山中心区,粤海街道桂庙新村东门,"主卧套房,客餐厅相连,卧室全朝南,多轨交",1066.0,101524元/㎡,105.0,1066.0,101524.0,2028.0,3.0
仁恒公园世纪次新小区精装修拎包入住 满五年税少看房方便,4室2厅2卫,103.15㎡,南,中层(共32层),2019年建造,仁恒公园世纪(一期),龙岗,爱联,龙岗大道,"南,房东发布,满五年,近地铁",458.0,44402元/㎡,103.15,458.0,44402.0,2019.0,4.0
公寓住宅 3室2厅2卫 114m 朝南 约838万,3室2厅2卫,114㎡,南,,2026年建造,京基宸悦府,福田,上梅林,地铁4/9号线上梅林站约300米,"南北通透,厨卫全明,双阳台,多轨交",838.0,73509元/㎡,114.0,838.0,73509.0,2026.0,3.0
一期御景佳园小区，价格可谈，配套齐全，交通便利,3室2厅2卫,86㎡,东南,高层(共32层),2020年建造,佳兆业御景佳园(一期),盐田,盐田,洪安路,"东南,有电梯,近地铁,户型方正",255.0,29652元/㎡,86.0,255.0,29652.0,2020.0,3.0
救命！精装两房配    ，急售拼手速，错过  ！,2室2厅1卫,66.46㎡,东,低层(共29层),2009年建造,诺德假日花园,南山,前海,前海路0369号,"东,满五年,近地铁,绿化率高",430.0,64701元/㎡,66.46,430.0,64701.0,2009.0,2.0
大社区配套完善龙园大观三房,3室2厅2卫,89㎡,西南,低层(共43层),2018年建造,朗泓龙园大观(一期),龙岗,龙岗中心城,福宁路189号,"西南,有电梯,近地铁,车位充足",235.0,26405元/㎡,89.0,235.0,26405.0,2018.0,3.0
大 运中心颐安都会中央四期！全新装三房双卫中楼层向阳来电看房,3室2厅2卫,88.57㎡,东南,低层(共31层),2022年建造,颐安都会中央(四期),龙岗,大运,红棉路,"东南,满五年,近地铁,次新房",305.0,34437元/㎡,88.57,305.0,34437.0,2022.0,3.0
佳兆业新都汇 购物方便 房龄新 有电梯 高楼层视野无遮挡,3室1厅1卫,86.82㎡,南,高层(共41层),2014年建造,佳兆业新都汇,布吉,木棉湾,龙岗大道1号,"南,满五年,近地铁,户型方正",330.0,38010元/㎡,86.82,330.0,38010.0,2014.0,3.0
星河天地！275万急售！附赠20平，可分期包税过户，送车位！,3室2厅2卫,89.57㎡,南,高层(共49层),2020年建造,星河天地(一三期),光明,光明,光明大道511号,"南,满五年,近地铁",340.0,37960元/㎡,89.57,340.0,37960.0,2020.0,3.0
懿花园 有高质量房源出售，业主坐等签合同，不笋不要钱,3室2厅2卫,89.46㎡,西北,中层(共10层),2013年建造,懿花园,龙华,观澜,求知二路39号,"西北,满五年,近地铁",310.5,34709元/㎡,89.46,310.5,34709.0,2013.0,3.0
红山低密度小高层大三房，住在公园里，目送式   ，急售！,3室2厅2卫,113.66㎡,南,高层(共11层),2005年建造,日出印象(A区),龙华,民治,人民路2142号,"南,房东发布,唯一住房,近地铁",450.0,39592元/㎡,113.66,450.0,39592.0,2005.0,3.0
